race_hash,month,date,date_display,race_name,race_url,distance_km,elevation_m,distance_elevation_raw,price,town,province,status,scraped_at
9408d3b7b3de,Abril 2026,2026-04-04,04/04/2026,Volta a Peramola,http://voltaperamola.cat/,25,1600,25km D+1600m,,Peramola,LLEIDA,ACTIVA,2026-04-02T20:57:50.394486+00:00
41b398f3909b,Abril 2026,2026-04-04,04/04/2026,Volta a Peramola,http://voltaperamola.cat/,10,610,10km D+610m,,Peramola,LLEIDA,ACTIVA,2026-04-02T20:57:50.394547+00:00
2ecf85c6c88c,Abril 2026,2026-04-04,04/04/2026,Volta a Peramola,http://voltaperamola.cat/,5,260,5km D+260m,,Peramola,LLEIDA,ACTIVA,2026-04-02T20:57:50.394573+00:00
4c78596bb4e5,Abril 2026,2026-04-04,04/04/2026,Cursa de l'Airosa,https://www.cursadelairosa.cat/,21,1395,21km D+1395m,,Mas de Barberans,TARRAGONA,ACTIVA,2026-04-02T20:57:50.394593+00:00
f11d06cccb61,Abril 2026,2026-04-04,04/04/2026,Cursa de l'Airosa,https://www.cursadelairosa.cat/,14.5,800,"14,5km D+800m",,Mas de Barberans,TARRAGONA,ACTIVA,2026-04-02T20:57:50.394613+00:00
3209b6ad58e0,Abril 2026,2026-04-04,04/04/2026,Cursa de l'Airosa,https://www.cursadelairosa.cat/,9.5,460,"9,5km D+460m",,Mas de Barberans,TARRAGONA,ACTIVA,2026-04-02T20:57:50.394635+00:00
4101ac915422,Abril 2026,2026-04-11,11-12/04/2026,Trail Montgrí,https://www.trailmontgri.com/,35,600,35km D+600m,,Torroella de Montgrí,GIRONA,ACTIVA,2026-04-02T20:57:50.394655+00:00
0acaf19e6761,Abril 2026,2026-04-11,11-12/04/2026,Trail Montgrí,https://www.trailmontgri.com/,22,750,22km D+750m,,Torroella de Montgrí,GIRONA,ACTIVA,2026-04-02T20:57:50.394677+00:00
17f905c223aa,Abril 2026,2026-04-11,11-12/04/2026,Trail Montgrí,https://www.trailmontgri.com/,13,450,13km D+450m,,Torroella de Montgrí,GIRONA,ACTIVA,2026-04-02T20:57:50.394696+00:00
68cd136e16ba,Abril 2026,2026-04-11,11/04/2026,Ultra Montseny,https://www.ultramontseny.com/,70,4110,70km D+4110m,,Viladrau,BARCELONA,ACTIVA,2026-04-02T20:57:50.394716+00:00
26731ca8f5f1,Abril 2026,2026-04-11,11/04/2026,Ultra Montseny,https://www.ultramontseny.com/,34,2407,34km D+2407m,,Montseny,BARCELONA,ACTIVA,2026-04-02T20:57:50.394736+00:00
cd42f04172fa,Abril 2026,2026-04-11,11/04/2026,Montsec Ultra Trail,https://montsecultratrail.com/,100,6600,100km D+6600m,,Àger,LLEIDA,ACTIVA,2026-04-02T20:57:50.394756+00:00
49d2db769bbd,Abril 2026,2026-04-11,11/04/2026,Montsec Ultra Trail,https://montsecultratrail.com/,45,2850,45km D+2850m,,Àger,LLEIDA,ACTIVA,2026-04-02T20:57:50.394776+00:00
fc705430d1e8,Abril 2026,2026-04-11,11/04/2026,Montsec Ultra Trail,https://montsecultratrail.com/,22,1400,22km D+1400m,,Àger,LLEIDA,ACTIVA,2026-04-02T20:57:50.394795+00:00
94a349bd1f19,Abril 2026,2026-04-11,11/04/2026,Trail del Cèrvol,https://www.instagram.com/traildelcervol/,24.6,870,"24,6km D+870m",,Sant Sadurní d'Anoia,BARCELONA,ACTIVA,2026-04-02T20:57:50.394817+00:00
8ed143f69633,Abril 2026,2026-04-11,11/04/2026,Trail del Cèrvol,https://www.instagram.com/traildelcervol/,13,330,13km D+330m,,Sant Sadurní d'Anoia,BARCELONA,ACTIVA,2026-04-02T20:57:50.394839+00:00
977f5682ad35,Abril 2026,2026-04-12,12/04/2026,Xtrail Series Òrrius,https://www.xtrailseriesrun.com/,22,832,22km D+832m,,Òrrius,BARCELONA,ACTIVA,2026-04-02T20:57:50.394867+00:00
6065eaa75519,Abril 2026,2026-04-12,12/04/2026,Xtrail Series Òrrius,https://www.xtrailseriesrun.com/,15,624,15km D+624m,,Òrrius,BARCELONA,ACTIVA,2026-04-02T20:57:50.394888+00:00
f16d9715097e,Abril 2026,2026-04-12,12/04/2026,Xtrail Series Òrrius,https://www.xtrailseriesrun.com/,10,483,10km D+483m,,Òrrius,BARCELONA,ACTIVA,2026-04-02T20:57:50.394908+00:00
caf8dd25feb2,Abril 2026,2026-04-12,12/04/2026,Rebentaesparedenyes,https://rebentaespardenyes.wordpress.com/,21.5,,"21,5km",,La Ràpita,BARCELONA,ACTIVA,2026-04-02T20:57:50.394929+00:00
948f15773e7f,Abril 2026,2026-04-12,12/04/2026,Rebentaesparedenyes,https://rebentaespardenyes.wordpress.com/,10.5,,"10,5km",,La Ràpita,BARCELONA,ACTIVA,2026-04-02T20:57:50.394951+00:00
4aed23a5dd79,Abril 2026,2026-04-12,12/04/2026,Trail Roda de Berà,https://trailrodadebera.webnode.cat/,13.4,269,"13,4km D+269m",,Roda de Berà,TARRAGONA,ACTIVA,2026-04-02T20:57:50.394974+00:00
9fc0f22290c9,Abril 2026,2026-04-12,12/04/2026,Trail Roda de Berà,https://trailrodadebera.webnode.cat/,4.8,33,"4,8km D+33m",,Roda de Berà,TARRAGONA,ACTIVA,2026-04-02T20:57:50.394997+00:00
8055d4273657,Abril 2026,2026-04-12,12/04/2026,Cursa de la Batalla,https://sportmaniacs.com/es/services/inscription/2ordf-cursa-de-la-batalla-dels-prats-de-rei#contact,16,,16km,,Prats de Rei,BARCELONA,ACTIVA,2026-04-02T20:57:50.395017+00:00
a0f8eefaceeb,Abril 2026,2026-04-12,12/04/2026,Cursa de la Batalla,https://sportmaniacs.com/es/services/inscription/2ordf-cursa-de-la-batalla-dels-prats-de-rei#contact,8,,8km,,Prats de Rei,BARCELONA,ACTIVA,2026-04-02T20:57:50.395040+00:00
23afaffb36a1,Abril 2026,2026-04-18,18/04/2026,Oncodines Trail,https://www.oncodinestrail.cat/,100,2653,100km D+2653m,,Sant Feliu de Codines,BARCELONA,ACTIVA,2026-04-02T20:57:50.395060+00:00
8610ac2e453f,Abril 2026,2026-04-18,18/04/2026,Cursa Roca Negra,http://rocanegra.cat/,21,1300,21km D+1300m,,Sant Boi de Llobregat,BARCELONA,ACTIVA,2026-04-02T20:57:50.395081+00:00
fec640fd43f1,Abril 2026,2026-04-18,18/04/2026,Cursa Roca Negra,http://rocanegra.cat/,13,700,13km D+700m,,Sant Boi de Llobregat,BARCELONA,ACTIVA,2026-04-02T20:57:50.395101+00:00
0c5be508cc6e,Abril 2026,2026-04-18,18/04/2026,Pels Camins dels Matxos,https://matxos.cat/,61.8,3450,"61,8km D+3450m",,Torelló,BARCELONA,ACTIVA,2026-04-02T20:57:50.395121+00:00
aa72eba35c6a,Abril 2026,2026-04-18,18/04/2026,UTMCD Ultra Trail Muntanyes Costa Daurada,https://www.naturetime.es/ca/ultra-trail-muntanyes-costa-daurada-3/,64,3000,64km D+3000m,,Prades,TARRAGONA,ACTIVA,2026-04-02T20:57:50.395140+00:00
c275f68bc360,Abril 2026,2026-04-18,18/04/2026,UTMCD Ultra Trail Muntanyes Costa Daurada,https://www.naturetime.es/ca/ultra-trail-muntanyes-costa-daurada-3/,44,1744,44km D+1744m,,Prades,TARRAGONA,ACTIVA,2026-04-02T20:57:50.395161+00:00
c36123e3ab73,Abril 2026,2026-04-18,18/04/2026,UTMCD Ultra Trail Muntanyes Costa Daurada,https://www.naturetime.es/ca/ultra-trail-muntanyes-costa-daurada-3/,23,969,23km D+969m,,Prades,TARRAGONA,ACTIVA,2026-04-02T20:57:50.395182+00:00
adf1ae5b4d5b,Abril 2026,2026-04-18,18/04/2026,UTMCD Ultra Trail Muntanyes Costa Daurada,https://www.naturetime.es/ca/ultra-trail-muntanyes-costa-daurada-3/,11,513,11km D+513m,,Prades,TARRAGONA,ACTIVA,2026-04-02T20:57:50.395204+00:00
ebd46900aa3a,Abril 2026,2026-04-18,18/04/2026,Engatats Trail,https://www.curses.cat/engatatstrail2026/,12,,12km,,Sant Jordi Desvalls,GIRONA,ACTIVA,2026-04-02T20:57:50.395223+00:00
0443bded77dc,Abril 2026,2026-04-19,19/04/2026,Vilatrail,https://www.vilatrail.com/,21,1100,21km D+1100m,,Vilassar de Dalt,BARCELONA,ACTIVA,2026-04-02T20:57:50.395243+00:00
20acb137996f,Abril 2026,2026-04-19,19/04/2026,Vilatrail,https://www.vilatrail.com/,12,675,12km D+675m,,Vilassar de Dalt,BARCELONA,ACTIVA,2026-04-02T20:57:50.395263+00:00
d590b80f78a2,Abril 2026,2026-04-19,19/04/2026,Cursa de les Roques,https://aecaranordblog.wordpress.com/,21.5,1450,"21,5km D+1450m",,Horta de Sant Joan,TARRAGONA,ACTIVA,2026-04-02T20:57:50.395282+00:00
25a29f780280,Abril 2026,2026-04-19,19/04/2026,Cursa de les Roques,https://aecaranordblog.wordpress.com/,16,850,16km D+850m,,Horta de Sant Joan,TARRAGONA,ACTIVA,2026-04-02T20:57:50.395300+00:00
b7abed5bdc84,Abril 2026,2026-04-19,19/04/2026,Cursa de les Roques JUVENIL I CADET,https://aecaranordblog.wordpress.com/,9.3,500,"9,3km D+500m",,Horta de Sant Joan,TARRAGONA,ACTIVA,2026-04-02T20:57:50.395320+00:00
91593953161a,Abril 2026,2026-04-19,19/04/2026,Cursa de la Nòria,https://cursadelanoria.weebly.com/,10,25,10km D+25m,,Torrelameu,LLEIDA,ACTIVA,2026-04-02T20:57:50.395338+00:00
7cf960c1d5d6,Abril 2026,2026-04-19,19/04/2026,Cursa de la Nòria,https://cursadelanoria.weebly.com/,5,25,5km D+25m,,Torrelameu,LLEIDA,ACTIVA,2026-04-02T20:57:50.395362+00:00
7c48b6e49e9b,Abril 2026,2026-04-19,19/04/2026,Selva Trail,https://www.aritjol.org/,22,1200,22km D+1200m,,La Selva del Camp,TARRAGONA,ACTIVA,2026-04-02T20:57:50.395383+00:00
e3c872008b4e,Abril 2026,2026-04-19,19/04/2026,Selva Trail,https://www.aritjol.org/,14,700,14km D+700m,,La Selva del Camp,TARRAGONA,ACTIVA,2026-04-02T20:57:50.395403+00:00
7cca56758770,Abril 2026,2026-04-19,19/04/2026,Selva Trail,https://www.aritjol.org/,9,250,9km D+250m,,La Selva del Camp,TARRAGONA,ACTIVA,2026-04-02T20:57:50.395421+00:00
bf9c7e13743b,Abril 2026,2026-04-19,19/04/2026,L'Esgarrinxada,https://www.instagram.com/trailesgarrinxada,22,1000,22km D+1000m,,Vilanova de l'Aguda,LLEIDA,ACTIVA,2026-04-02T20:57:50.395438+00:00
7be91a9a2c9e,Abril 2026,2026-04-19,19/04/2026,L'Esgarrinxada,https://www.instagram.com/trailesgarrinxada,12,500,12km D+500m,,Vilanova de l'Aguda,LLEIDA,ACTIVA,2026-04-02T20:57:50.395456+00:00
29f369f09b2a,Abril 2026,2026-04-19,19/04/2026,Cursa de la Mata,https://curses.cat/lamata2026/,16,750,16km D+750m,,Garriguella,GIRONA,ACTIVA,2026-04-02T20:57:50.395479+00:00
a117cf1b7d38,Abril 2026,2026-04-19,19/04/2026,Cursa de la Mata,https://curses.cat/lamata2026/,11,375,11km D+375m,,Garriguella,GIRONA,ACTIVA,2026-04-02T20:57:50.395502+00:00
455a43ab1123,Abril 2026,2026-04-19,19/04/2026,Bacanal de Rupià,https://curses.cat/bacanal2026/,14,,14km,,Rupià,GIRONA,ACTIVA,2026-04-02T20:57:50.395521+00:00
610d70cf88c9,Abril 2026,2026-04-19,19/04/2026,Bacanal de Rupià,https://curses.cat/bacanal2026/,8,,8km,,Rupià,GIRONA,ACTIVA,2026-04-02T20:57:50.395539+00:00
6639400be510,Abril 2026,2026-04-19,19/04/2026,Jurasic Trail Race,https://sportmaniacs.com/es/services/inscription/3ordm-jurasic-trail-race-2026,17,700,17km D+700m,,La Torre de Claramunt,BARCELONA,ACTIVA,2026-04-02T20:57:50.395562+00:00
370747dfc990,Abril 2026,2026-04-19,19/04/2026,Jurasic Trail Race,https://sportmaniacs.com/es/services/inscription/3ordm-jurasic-trail-race-2026,8,300,8km D+300m,,La Torre de Claramunt,BARCELONA,ACTIVA,2026-04-02T20:57:50.395584+00:00
4e176bbef6fa,Abril 2026,2026-04-19,19/04/2026,Puigdefrou Exhaust,https://exhaust.lacelleradeter.cat/,18,900,18km D+900m,18€,La Cellera de Ter,GIRONA,ACTIVA,2026-04-02T20:57:50.395603+00:00
02b35bf9fb1d,Abril 2026,2026-04-19,19/04/2026,Cursa del Pinxo,https://inscripcions.cat/cursadelpinxoasac2026/,19,,19km,,Cassà de la Selva,GIRONA,ACTIVA,2026-04-02T20:57:50.395620+00:00
47e6125c1cd2,Abril 2026,2026-04-25,25/04/2026,Trail Vall de Ribes,https://www.trailvallderibes.com/es/,42,3400,42km D+3400m,,Ribes de Freser,GIRONA,ACTIVA,2026-04-02T20:57:50.395637+00:00
cac1c6803c62,Abril 2026,2026-04-25,25/04/2026,Trail Vall de Ribes,https://www.trailvallderibes.com/es/,23,1900,23km D+1900m,,Ribes de Freser,GIRONA,ACTIVA,2026-04-02T20:57:50.395660+00:00
fccff6842e4c,Abril 2026,2026-04-25,25/04/2026,Trail Vall de Ribes,https://www.trailvallderibes.com/es/,16,1100,16km D+1100m,,Ribes de Freser,GIRONA,ACTIVA,2026-04-02T20:57:50.395683+00:00
91b29b8eb40f,Abril 2026,2026-04-25,25/04/2026,Cursa Medijocs,https://medijocs.comb.cat/cursaatletica.htm,8,,8km,,Sant Cugat del Vallès,BARCELONA,ACTIVA,2026-04-02T20:57:50.395705+00:00
8d27bc6f49e7,Abril 2026,2026-04-25,25/04/2026,La Mata-Sants,https://www.circuitfer.cat/,20,900,20km D+900m,,Castellbò,LLEIDA,ACTIVA,2026-04-02T20:57:50.395724+00:00
14177a5541e6,Abril 2026,2026-04-25,25/04/2026,Trenkacames,https://ceer.web.app/,7,240,7km D+240m,,Rosselló,LLEIDA,ACTIVA,2026-04-02T20:57:50.395743+00:00
1b4f004d7d77,Abril 2026,2026-04-25,25/04/2026,Castarun,https://www.castarun.com/,10,,10km,,Sant Joan Despí,BARCELONA,ACTIVA,2026-04-02T20:57:50.395763+00:00
6428e1b98c1c,Abril 2026,2026-04-25,25/04/2026,Castarun,https://www.castarun.com/,5,,5km,,Sant Joan Despí,BARCELONA,ACTIVA,2026-04-02T20:57:50.395783+00:00
135486ac1d4a,Abril 2026,2026-04-25,25/04/2026,Trenkacames,https://ceer.web.app/,14,480,14km D+480m,,Rosselló,LLEIDA,ACTIVA,2026-04-02T20:57:50.395801+00:00
14cc804e3931,Abril 2026,2026-04-26,26/04/2026,Marató Vies Verdes,http://www.maratonviasverdes.com/,42,,42km,,Girona,GIRONA,ACTIVA,2026-04-02T20:57:50.395821+00:00
2031b04a1d2c,Abril 2026,2026-04-26,26/04/2026,Marató Vies Verdes,http://www.maratonviasverdes.com/,30,,30km,,Cassà de la Selva,GIRONA,ACTIVA,2026-04-02T20:57:50.395841+00:00
d09cb7b581da,Abril 2026,2026-04-26,26/04/2026,Marató Vies Verdes,http://www.maratonviasverdes.com/,21,,21km,,Llagostera,GIRONA,ACTIVA,2026-04-02T20:57:50.395867+00:00
e3b46cb3bdb4,Abril 2026,2026-04-26,26/04/2026,Marató Vies Verdes,http://www.maratonviasverdes.com/,10,,10km,,Santa Cristina d'Aro,GIRONA,ACTIVA,2026-04-02T20:57:50.395885+00:00
d00cb7f88577,Abril 2026,2026-04-26,26/04/2026,Trail Pobla de Montornés,https://trailpoblamontornes.webnode.cat/,11.2,252,"11,2km D+252m",,La Pobla de Montornés,BARCELONA,ACTIVA,2026-04-02T20:57:50.395903+00:00
64b74a79a1f2,Abril 2026,2026-04-26,26/04/2026,Trail Pobla de Montornés,https://trailpoblamontornes.webnode.cat/,6.2,105,"6,2km D+105m",,La Pobla de Montornés,BARCELONA,ACTIVA,2026-04-02T20:57:50.395921+00:00
9890093d0f63,Abril 2026,2026-04-26,26/04/2026,Cursa de muntanya de Rubí,https://cursamuntanyarubi.weebly.com/,17.3,520,"17,3km D+520m",,Rubí,BARCELONA,ACTIVA,2026-04-02T20:57:50.395938+00:00
591de6200809,Abril 2026,2026-04-26,26/04/2026,Cursa de muntanya de Rubí,https://cursamuntanyarubi.weebly.com/,10.2,280,"10,2km D+280m",,Rubí,BARCELONA,ACTIVA,2026-04-02T20:57:50.395955+00:00
3ffeb9e8341d,Abril 2026,2026-04-26,26/04/2026,Trail 3 Comarques Alpens,https://trail3comarques.com/,24.5,1200,"24,5km D+1200m",,Alpens,BARCELONA,ACTIVA,2026-04-02T20:57:50.395974+00:00
20871745f82e,Abril 2026,2026-04-26,26/04/2026,Trail 3 Comarques Alpens,https://trail3comarques.com/,12.5,500,"12,5km D+500m",,Alpens,BARCELONA,ACTIVA,2026-04-02T20:57:50.395992+00:00
20871745f82e,Abril 2026,2026-04-26,26/04/2026,Trail 3 Comarques Alpens,https://trail3comarques.com/,12.5,500,"12,5km D+500m",,Alpens,BARCELONA,ACTIVA,2026-04-02T20:57:50.396011+00:00
3e5ff45a701a,Abril 2026,2026-04-26,26/04/2026,Un tomb pel Montsant,http://untombpelmontsant.com/,24,1229,24km D+1229m,,Cornudella de Monsant,TARRAGONA,ACTIVA,2026-04-02T20:57:50.396031+00:00
8964a17403fb,Abril 2026,2026-04-26,26/04/2026,Un tomb pel Montsant,http://untombpelmontsant.com/,11.6,528,"11,6km D+528m",,Cornudella de Monsant,TARRAGONA,ACTIVA,2026-04-02T20:57:50.396051+00:00
b9c597a410d8,Abril 2026,2026-04-26,26/04/2026,Cursa dels Senglars,https://cursadelssenglars.bescanocorre.cat/,23,1000,23km D+1000m,,Bescanó,GIRONA,ACTIVA,2026-04-02T20:57:50.396070+00:00
3cc3f923fb5b,Abril 2026,2026-04-26,26/04/2026,Cursa dels Senglars,https://cursadelssenglars.bescanocorre.cat/,13,600,13km D+600m,,Bescanó,GIRONA,ACTIVA,2026-04-02T20:57:50.396090+00:00
ed5e8ff221a8,Abril 2026,2026-04-26,26/04/2026,Trail del Senglar CABRILS,https://traildelsenglar.com/cabrils/,21,1100,21km D+1100m,,Cabrils,BARCELONA,ACTIVA,2026-04-02T20:57:50.396110+00:00
833a9fe9de51,Abril 2026,2026-04-26,26/04/2026,Trail del Senglar CABRILS,https://traildelsenglar.com/cabrils/,15,800,15km D+800m,,Cabrils,BARCELONA,ACTIVA,2026-04-02T20:57:50.396129+00:00
bbd510f97e2c,Abril 2026,2026-04-26,26/04/2026,Trail del Senglar CABRILS,https://traildelsenglar.com/cabrils/,10,600,10km D+600m,,Cabrils,BARCELONA,ACTIVA,2026-04-02T20:57:50.396148+00:00
f16d446ca976,Abril 2026,2026-04-26,26/04/2026,Cursa de Muntanya Sant Martí Vell,https://www.curses.cat/cursagavarres2026/,20,850,20km D+850m,,Sant Martí Vell,GIRONA,ACTIVA,2026-04-02T20:57:50.396168+00:00
1df6c1ba9904,Abril 2026,2026-04-26,26/04/2026,Trail Institut Guttman,https://www.9hsports.cat/ca/informacio_cursa/1056,,,,,Badalona,GIRONA,ACTIVA,2026-04-02T20:57:50.396186+00:00
5d55e9d55ab8,Abril 2026,2026-04-26,26/04/2026,L'Aleixar Trail,https://webtretzesports.wixsite.com/aleixartrail,12.5,600,"12,5km D+600m",,L'Aleixar,TARRAGONA,ACTIVA,2026-04-02T20:57:50.396208+00:00
64a5db94ae4d,Abril 2026,2026-04-26,26/04/2026,L'Aleixar Trail,https://webtretzesports.wixsite.com/aleixartrail,8.7,350,"8,7km D+350m",,L'Aleixar,TARRAGONA,ACTIVA,2026-04-02T20:57:50.396227+00:00
718f79d472f8,Abril 2026,2026-04-26,26/04/2026,Cursa La Talaia,https://cursalatalaia.blogspot.com/,18,,18km,,Vilanova i la Geltrú,BARCELONA,ACTIVA,2026-04-02T20:57:50.396247+00:00
b2a2fae30eb6,Abril 2026,2026-04-26,26/04/2026,Cursa La Talaia,https://cursalatalaia.blogspot.com/,9,,9km,,Vilanova i la Geltrú,BARCELONA,ACTIVA,2026-04-02T20:57:50.396266+00:00
ecfc375ac7f2,Abril 2026,2026-04-26,26/04/2026,Cursa del NAT'S,https://www.instagram.com/natssport,11.5,250,"11,5km D+250m",,Sant Fruitós de Bages,BARCELONA,ACTIVA,2026-04-02T20:57:50.396285+00:00
70464a4b5c3f,Abril 2026,2026-04-26,26/04/2026,Cursa del NAT'S,https://www.instagram.com/natssport,7.5,,"7,5km",,Sant Fruitós de Bages,BARCELONA,ACTIVA,2026-04-02T20:57:50.396305+00:00
013b22c20c5d,Abril 2026,,SUSPESA,Cursa de les Aixetes,https://cursadelesaixetes.com/,23.8,950,"23,8km D+950m",,Sant Feliu de Llobregat,BARCELONA,SUSPESA,2026-04-02T20:57:50.396324+00:00
24ce6cad5d27,Abril 2026,,SUSPESA,Cursa de les Aixetes,https://cursadelesaixetes.com/,11,350,11km D+350m,,Sant Feliu de Llobregat,BARCELONA,SUSPESA,2026-04-02T20:57:50.396342+00:00
5b22b2cf9f9e,Abril 2026,,SUSPESA,Mitja Desvern,https://mitjadesvern.cat/,21,795,21km D+795m,,Sant Just Desvern,BARCELONA,SUSPESA,2026-04-02T20:57:50.396361+00:00
0af06e115a73,Abril 2026,,SUSPESA,Mitja Desvern,https://mitjadesvern.cat/,15,514,15km D+514m,,Sant Just Desvern,BARCELONA,SUSPESA,2026-04-02T20:57:50.396378+00:00
b5cec1fcc0d9,Abril 2026,,SUSPESA,Mitja Desvern,https://mitjadesvern.cat/,8,295,8km D+295m,,Sant Just Desvern,BARCELONA,SUSPESA,2026-04-02T20:57:50.396394+00:00
1eab65551d21,Maig 2026,2026-05-01,01/05/2026,Cursa de la Moixina,https://www.instagram.com/cursadelamoixina/,10,250,10km D+250m,,Olot,GIRONA,ACTIVA,2026-04-02T20:57:50.396785+00:00
b8e44da3e395,Maig 2026,2026-05-01,01/05/2026,Cursa de fons Les Tortugues,https://www.lestortugues.cat/cursa-1-de-maig/,14,,14km,,La Garriga,BARCELONA,ACTIVA,2026-04-02T20:57:50.396807+00:00
be8a0986c9f8,Maig 2026,2026-05-01,01/05/2026,Cursa de fons Les Tortugues,https://www.lestortugues.cat/cursa-1-de-maig/,7,,7km,,La Garriga,BARCELONA,ACTIVA,2026-04-02T20:57:50.396830+00:00
b5328b988b3c,Maig 2026,2026-05-01,01/05/2026,Cros de l'1 de maig,https://www.amicsdelacursa.cat/cros.html,10.3,220,"10,3km D+220m",,Artés,BARCELONA,ACTIVA,2026-04-02T20:57:50.396849+00:00
f96c57c9f311,Maig 2026,2026-05-01,01/05/2026,Cros de l'1 de maig,https://www.amicsdelacursa.cat/cros.html,6,100,6km D+100m,,Artés,BARCELONA,ACTIVA,2026-04-02T20:57:50.396879+00:00
2926ac062163,Maig 2026,2026-05-02,02/05/2026,Trencacims,https://www.trencacims.com/,54,4000,54km D+4000m,,Paüls,TARRAGONA,ACTIVA,2026-04-02T20:57:50.396897+00:00
721fb9e9391d,Maig 2026,2026-05-02,02/05/2026,Trencacims,https://www.trencacims.com/,36,2600,36km D+2600m,,Paüls,TARRAGONA,ACTIVA,2026-04-02T20:57:50.396915+00:00
4c2f8b43d902,Maig 2026,2026-05-02,02/05/2026,Beren Sant Quiri,http://www.beren.cat/,19,1200,19km D+1200m,,Berén,LLEIDA,ACTIVA,2026-04-02T20:57:50.396932+00:00
65dfac2d96aa,Maig 2026,2026-05-03,03/05/2026,Trencacims,https://www.trencacims.com/,24,1800,24km D+1800m,,Paüls,TARRAGONA,ACTIVA,2026-04-02T20:57:50.396950+00:00
3b6ec601e87e,Maig 2026,2026-05-03,03/05/2026,Trencacims,https://www.trencacims.com/,12,740,12km D+740m,,Paüls,TARRAGONA,ACTIVA,2026-04-02T20:57:50.396970+00:00
d8e3b3fcf895,Maig 2026,2026-05-03,03/05/2026,Vall d'Aro Run Series La Lineal,https://valldarorunseries.com/pages/la-lineal,10.6,190,"10,6km +190m",,S'Agaró,GIRONA,ACTIVA,2026-04-02T20:57:50.396994+00:00
d3240cf619f4,Maig 2026,2026-05-03,03/05/2026,Cursa solidària Cardedeu,https://corrigaires.cat/cursa-solidaria-de-cardedeu/,15,,15km,,Cardedeu,BARCELONA,ACTIVA,2026-04-02T20:57:50.397014+00:00
9617989d0834,Maig 2026,2026-05-03,03/05/2026,Cursa solidària Cardedeu,https://corrigaires.cat/cursa-solidaria-de-cardedeu/,10,,10km,,Cardedeu,BARCELONA,ACTIVA,2026-04-02T20:57:50.397032+00:00
52b5c7273896,Maig 2026,2026-05-03,03/05/2026,Marxa Trail Albons,https://curses.cat/marxaalbons2026/,18,,18km,,Albons,GIRONA,ACTIVA,2026-04-02T20:57:50.397051+00:00
7e9043b9a078,Maig 2026,2026-05-09,09/05/2026,Les Clàssiques de Berga,https://www.lesclassiquesberga.com/,44.5,2800,"44,5km D+2800m",,Berga,BARCELONA,ACTIVA,2026-04-02T20:57:50.397071+00:00
b581f2daab07,Maig 2026,2026-05-09,09/05/2026,Les Clàssiques de Berga,https://www.lesclassiquesberga.com/,27.5,1750,"27,5km D+1750m",,Berga,BARCELONA,ACTIVA,2026-04-02T20:57:50.397095+00:00
19799cc3bd64,Maig 2026,2026-05-09,09/05/2026,Les Clàssiques de Berga,https://www.lesclassiquesberga.com/,12.5,780,"12,5km D+780m",,Berga,BARCELONA,ACTIVA,2026-04-02T20:57:50.397117+00:00
382cfa9cd5c9,Maig 2026,2026-05-09,09/05/2026,Nocturna Trail Calafell,https://www.athleticevents.net/,14,,14km,,Calafell,TARRAGONA,ACTIVA,2026-04-02T20:57:50.397136+00:00
5bfb31220567,Maig 2026,2026-05-09,09/05/2026,Nocturna Trail Calafell,https://www.athleticevents.net/,9,,9km,,Calafell,TARRAGONA,ACTIVA,2026-04-02T20:57:50.397156+00:00
b81002a95183,Maig 2026,2026-05-10,10/05/2026,Xtrail Series Run Vallgorguina,https://www.xtrailseriesrun.com/,22,700,22km D+700m,,Vallgorguina,BARCELONA,ACTIVA,2026-04-02T20:57:50.397177+00:00
3407bd914d64,Maig 2026,2026-05-10,10/05/2026,Xtrail Series Run Vallgorguina,https://www.xtrailseriesrun.com/,17,500,17km D+500m,,Vallgorguina,BARCELONA,ACTIVA,2026-04-02T20:57:50.397197+00:00
8fa0e0d30e70,Maig 2026,2026-05-10,10/05/2026,Xtrail Series Run Vallgorguina,https://www.xtrailseriesrun.com/,10,300,10km D+300m,,Vallgorguina,BARCELONA,ACTIVA,2026-04-02T20:57:50.397216+00:00
2cc6c178cae4,Maig 2026,2026-05-10,10/05/2026,Romànica Navàs La Minor,https://laromanicanavas.cat/,27,700,27km D+700m,25€,Navàs,BARCELONA,ACTIVA,2026-04-02T20:57:50.397240+00:00
5310d9259820,Maig 2026,2026-05-10,10/05/2026,Lloretrail,https://www.lasansi.com/es/lloretdemartrail,15,583,15km D+583m,,Lloret de Mar,GIRONA,ACTIVA,2026-04-02T20:57:50.397260+00:00
3a742fa6569e,Maig 2026,2026-05-10,10/05/2026,Lloretrail,https://www.lasansi.com/es/lloretdemartrail,7,219,7km D+219m,,Lloret de Mar,GIRONA,ACTIVA,2026-04-02T20:57:50.397279+00:00
e70fe6a72d16,Maig 2026,2026-05-10,10/05/2026,CM Vall d'Arbúcies,https://www.cmvalldarbucies.cat/,28,1550,28km D+1550m,,Arbúcies,GIRONA,ACTIVA,2026-04-02T20:57:50.397299+00:00
8c3dc044212d,Maig 2026,2026-05-10,10/05/2026,CM Vall d'Arbúcies,https://www.cmvalldarbucies.cat/,16,600,16km D+600m,,Arbúcies,GIRONA,ACTIVA,2026-04-02T20:57:50.397318+00:00
