race_hash,month,date,date_display,race_name,race_url,distance_km,elevation_m,distance_elevation_raw,price,town,province,status,scraped_at
ba9ef9d018be,Novembre 2026,,TBD,Cursa Montanyans,https://cursamontanyans.wordpress.com/,14,363,14km D+363m,,Castellet i la Gornal,BARCELONA,ACTIVA,2026-04-02T20:57:50.407535+00:00
2e41a1dd1d52,Novembre 2026,,TBD,Avenc Trail Cunit,https://webtretzesports.wixsite.com/avenctrailcunit,12.6,470,"12,6km D+470m",,Cunit,BARCELONA,ACTIVA,2026-04-02T20:57:50.407549+00:00
94d148091836,Novembre 2026,,TBD,Cursarroca,https://webtretzesports.wixsite.com/cursarroca,11,290,11km D+290m,,Sant Martí Sarroca,BARCELONA,ACTIVA,2026-04-02T20:57:50.407565+00:00
4cba796a0d0b,Novembre 2026,,TBD,Cursa MDM.cat,https://gasmountain.com/mdm/,42,2650,42km D+2650m,,Beuda,GIRONA,ACTIVA,2026-04-02T20:57:50.407581+00:00
59bc6f80bff1,Novembre 2026,,TBD,Cursa MDM.cat,https://gasmountain.com/mdm/,21,1525,21km D+1525m,,Beuda,GIRONA,ACTIVA,2026-04-02T20:57:50.407596+00:00
008831f2f7ca,Novembre 2026,,TBD,Cursa MDM.cat,https://gasmountain.com/mdm/,12,890,12km D+890m,,Beuda,GIRONA,ACTIVA,2026-04-02T20:57:50.407619+00:00
d2622521e4e2,Novembre 2026,,TBD,Trail Antena Solidària,https://antenasolidaria.cat/,22.5,935,"22,5km D+935m",,Barcelona,BARCELONA,ACTIVA,2026-04-02T20:57:50.407636+00:00
92f397ae3ffa,Novembre 2026,,TBD,Trail Antena Solidària,https://antenasolidaria.cat/,11,435,11km D+435m,,Barcelona,BARCELONA,ACTIVA,2026-04-02T20:57:50.407653+00:00
719c2166402c,Novembre 2026,,TBD,Trail Montroig,https://www.trailmontroig.cat/,41.2,2800,"41,2km D+2800m",,Sant Llorenç de Montgai,LLEIDA,ACTIVA,2026-04-02T20:57:50.407668+00:00
1125f82a7689,Novembre 2026,,TBD,Trail Montroig,https://www.trailmontroig.cat/,21.4,1340,"21,4km D+1340m",,Sant Llorenç de Montgai,LLEIDA,ACTIVA,2026-04-02T20:57:50.407683+00:00
cd16498c4368,Novembre 2026,,TBD,Trail Montroig,https://www.trailmontroig.cat/,14,560,14km D+560m,,Sant Llorenç de Montgai,LLEIDA,ACTIVA,2026-04-02T20:57:50.407698+00:00
55c36424a163,Novembre 2026,,TBD,Trail Torres del Foc,https://www.mmoutdoorculture.com/es/trailtorresdelfoc,42,1500,42km D+1500m,,Calella,GIRONA,ACTIVA,2026-04-02T20:57:50.407713+00:00
fc3ae5aad117,Novembre 2026,,TBD,Trail Torres del Foc,https://www.mmoutdoorculture.com/es/trailtorresdelfoc,21,1000,21km D+1000m,,Calella,GIRONA,ACTIVA,2026-04-02T20:57:50.407728+00:00
08520d8e6f5d,Novembre 2026,,TBD,Trail Torres del Foc,https://www.mmoutdoorculture.com/es/trailtorresdelfoc,12,400,12km D+400m,,Calella,GIRONA,ACTIVA,2026-04-02T20:57:50.407743+00:00
ce8b89293b19,Novembre 2026,,TBD,Up Xic Trail Cronoescalada,https://upxictrail.wixsite.com/upxic/,4.5,500,"4,5km D+500m",,Les Masies de Voltregà,BARCELONA,ACTIVA,2026-04-02T20:57:50.407759+00:00
acb1bb5ea66e,Novembre 2026,,TBD,Volta a la Maria La nocturna,https://www.voltaalamaria.net/,5,80,5km D+80m,,Avià,BARCELONA,ACTIVA,2026-04-02T20:57:50.407784+00:00
6b5adb908e93,Novembre 2026,,TBD,Volta a la Maria vertical,https://www.voltaalamaria.net/,2,300,2km D+300m,,Avià,BARCELONA,ACTIVA,2026-04-02T20:57:50.407800+00:00
92bc9909fe28,Novembre 2026,,TBD,Volta a la Maria,https://www.voltaalamaria.net/,18,850,18km D+850m,,Avià,BARCELONA,ACTIVA,2026-04-02T20:57:50.407818+00:00
1901267ad799,Novembre 2026,,TBD,Up Xic Trail,https://upxictrail.wixsite.com/upxic/,25,1300,25km D+1300m,,Les Masies de Voltregà,BARCELONA,ACTIVA,2026-04-02T20:57:50.407835+00:00
d3a45553d3f0,Novembre 2026,,TBD,Up Xic Trail,https://upxictrail.wixsite.com/upxic/,11,500,11km D+500m,,Les Masies de Voltregà,BARCELONA,ACTIVA,2026-04-02T20:57:50.407850+00:00
bb4e9316edef,Novembre 2026,,TBD,Querroig Trail,https://curses.cat/querroig2025/,23,,23km,,Portbou,GIRONA,ACTIVA,2026-04-02T20:57:50.407872+00:00
4d4c64b72b0a,Novembre 2026,,TBD,Querroig Trail,https://curses.cat/querroig2025/,15,,15km,,Portbou,GIRONA,ACTIVA,2026-04-02T20:57:50.407898+00:00
51b6c3be2bd3,Novembre 2026,,TBD,Querroig Trail,https://curses.cat/querroig2025/,9,,9km,,Portbou,GIRONA,ACTIVA,2026-04-02T20:57:50.407912+00:00
a66462b85de1,Novembre 2026,,TBD,Trail Lluerts,https://curses.cat/traillluerts2025/,15,480,15km D+480m,,Lluerts,GIRONA,ACTIVA,2026-04-02T20:57:50.407926+00:00
3b673ae30ab4,Novembre 2026,,TBD,Vandekames,https://www.vandekames.cat/,18,1000,18km D+1000m,,Vandellòs,TARRAGONA,ACTIVA,2026-04-02T20:57:50.407940+00:00
fe05fa3b44f8,Novembre 2026,,TBD,Vandekames,https://www.vandekames.cat/,12,740,12km D+740m,,Vandellòs,TARRAGONA,ACTIVA,2026-04-02T20:57:50.407954+00:00
2ccbac072570,Novembre 2026,,TBD,Vandekames,https://www.vandekames.cat/,7,253,7km D+253m,,Vandellòs,TARRAGONA,ACTIVA,2026-04-02T20:57:50.407968+00:00
dc9ccc99b930,Novembre 2026,,TBD,Vinya Cross solidari Oller del Mas,https://www.vinya-cross.es/,20,,20km,,Oller del Mas,BARCELONA,ACTIVA,2026-04-02T20:57:50.407981+00:00
f87542c11b88,Novembre 2026,,TBD,Vinya Cross solidari Oller del Mas,https://www.vinya-cross.es/,10,,10km,,Oller del Mas,BARCELONA,ACTIVA,2026-04-02T20:57:50.407996+00:00
896dfc53e46e,Novembre 2026,,TBD,Vinya Cross solidari Oller del Mas,https://www.vinya-cross.es/,5,,5km,,Oller del Mas,BARCELONA,ACTIVA,2026-04-02T20:57:50.408010+00:00
657afea4f976,Novembre 2026,,TBD,Cros 3 Turons La Diablada,https://www.cros3turons-ladiablada.cat/,12,702,12km D+702m,,Barcelona,BARCELONA,ACTIVA,2026-04-02T20:57:50.408024+00:00
6ea8c374a651,Novembre 2026,,TBD,Roc de la Clusa Trail,https://misports.cat/carreras/roc-de-la-clusa/,18,1200,18km D+1200m,,Castell de l'Areny,BARCELONA,ACTIVA,2026-04-02T20:57:50.408038+00:00
587e174bfd41,Novembre 2026,,TBD,Cursa Fosca,https://www.cursafosca.cat/,20,850,20km D+850m,,Torrelles de Foix,BARCELONA,ACTIVA,2026-04-02T20:57:50.408054+00:00
477b733bc06b,Novembre 2026,,TBD,Cursa Fosca,https://www.cursafosca.cat/,13,500,13km D+500m,,Torrelles de Foix,BARCELONA,ACTIVA,2026-04-02T20:57:50.408069+00:00
d8b3f2e028b5,Novembre 2026,,TBD,Trail Intercasteller,https://www.instagram.com/trailintercasteller/,18,900,18km +900m,,Esparreguera,BARCELONA,ACTIVA,2026-04-02T20:57:50.408083+00:00
91fd1edc5406,Novembre 2026,,TBD,Trail Intercasteller,https://www.instagram.com/trailintercasteller/,12,,12km,,Esparreguera,BARCELONA,ACTIVA,2026-04-02T20:57:50.408097+00:00
aca0905c21c7,Novembre 2026,,TBD,Trail Intercasteller,https://www.instagram.com/trailintercasteller/,6,,6km,,Esparreguera,BARCELONA,ACTIVA,2026-04-02T20:57:50.408114+00:00
cccef26c13f5,Novembre 2026,,TBD,Pujada i Baixada a Guanta,https://www.lasansi.com/ca/pujada-guanta,12,,12km,,Sentmenat,BARCELONA,ACTIVA,2026-04-02T20:57:50.408129+00:00
2c8c216a5f87,Novembre 2026,,TBD,Pujada i Baixada a Guanta,https://www.lasansi.com/ca/pujada-guanta,6,,6km,,Sentmenat,BARCELONA,ACTIVA,2026-04-02T20:57:50.408145+00:00
5f06f2b67722,Novembre 2026,,TBD,Gualba Trail,https://www.instagram.com/gualbatrail/,21,1200,21km D+1200m,,Gualba,BARCELONA,ACTIVA,2026-04-02T20:57:50.408161+00:00
b708bbc6c34f,Novembre 2026,,TBD,Gualba Trail,https://www.instagram.com/gualbatrail/,13,750,13km D+750m,,Gualba,BARCELONA,ACTIVA,2026-04-02T20:57:50.408177+00:00
769ade7aeee9,Novembre 2026,,TBD,Cursa Solidària 4 Camins,https://cngranollers.org/4camins/,14,240,14km D+240m,,Granollers,BARCELONA,ACTIVA,2026-04-02T20:57:50.408193+00:00
0b59e8b9ade8,Novembre 2026,,TBD,Cursa Solidària 4 Camins,https://cngranollers.org/4camins/,6,100,6km D+100m,,Granollers,BARCELONA,ACTIVA,2026-04-02T20:57:50.408208+00:00
eb03b0fd530c,Novembre 2026,,TBD,Trail Roc de la Clusa,https://misports.cat/curses/roc-de-la-clusa/,18,1200,18km D+1200m,,Castell de l'Areny,BARCELONA,ACTIVA,2026-04-02T20:57:50.408224+00:00
f3461784cd49,Novembre 2026,,TBD,Cursa de muntanya Llagostera,https://www.instagram.com/cursamuntanyallagostera/,19,700,19km D+700m,,Llagostera,GIRONA,ACTIVA,2026-04-02T20:57:50.408239+00:00
977248c0eddb,Novembre 2026,,TBD,Cursa de muntanya Llagostera,https://www.instagram.com/cursamuntanyallagostera/,10,250,10km D+250m,,Llagostera,GIRONA,ACTIVA,2026-04-02T20:57:50.408255+00:00
4853d7cd67b5,Novembre 2026,,TBD,Cursa Lo Pastisset,https://lopastisset.cat/,24,,24km,,Benifallet,TARRAGONA,ACTIVA,2026-04-02T20:57:50.408271+00:00
a2680426d211,Novembre 2026,,TBD,Cursa Lo Pastisset,https://lopastisset.cat/,18,,18km,,Benifallet,TARRAGONA,ACTIVA,2026-04-02T20:57:50.408287+00:00
477e07850bcb,Novembre 2026,,TBD,Trail Ermites Ulldemolins,https://www.naturetime.es/ca/trailseries-les-ermites-ulldemolins-esp/,22,971,22km D+971m,,Ulldemolins,TARRAGONA,ACTIVA,2026-04-02T20:57:50.408303+00:00
1bef4446e278,Novembre 2026,,TBD,Trail Ermites Ulldemolins,https://www.naturetime.es/ca/trailseries-les-ermites-ulldemolins-esp/,11.6,671,"11,6km D+671m",,Ulldemolins,TARRAGONA,ACTIVA,2026-04-02T20:57:50.408320+00:00
4ad2f5de7f65,Novembre 2026,,TBD,Olla de Tapis,https://www.curses.cat/olladetapis2025/,21,,21km,,Maçanet de Cabrenys,GIRONA,ACTIVA,2026-04-02T20:57:50.408335+00:00
c68448ac0b64,Novembre 2026,,TBD,Olla de Tapis,https://www.curses.cat/olladetapis2025/,9,,9km,,Maçanet de Cabrenys,GIRONA,ACTIVA,2026-04-02T20:57:50.408350+00:00
cbaac3e2e09a,Novembre 2026,,TBD,Trail Popular d'Hivern,https://www.amicsdelacursailamuntanya.cat/trail-popular-hivern/,11,450,11km D+450m,,Sant Climent de Llobregat,BARCELONA,ACTIVA,2026-04-02T20:57:50.408366+00:00
adc075e91ecc,Novembre 2026,,TBD,Cursa de muntanya MTR,https://inscripcions.cat/mtr2025/,21,,21km,,Mura,BARCELONA,ACTIVA,2026-04-02T20:57:50.408380+00:00
8a269e40725d,Novembre 2026,,TBD,Camins de Collserola,https://caminsdecollserola.cat/,24,1400,24km D+1400m,,Molins de Rei,BARCELONA,ACTIVA,2026-04-02T20:57:50.408394+00:00
e06f6d2e0f2f,Novembre 2026,,TBD,Camins de Collserola,https://caminsdecollserola.cat/,14,750,14km D+750m,,Molins de Rei,BARCELONA,ACTIVA,2026-04-02T20:57:50.408407+00:00
cfb92a058cc7,Novembre 2026,,TBD,Campionat Maqui Bell Race,https://www.campionatmaqui.cat/cursa-bell-race/,15,,15km,,Cabrianes (Mas la Sala),BARCELONA,ACTIVA,2026-04-02T20:57:50.408421+00:00
577a4d1ca3c3,Novembre 2026,,TBD,Campionat Maqui Bell Race,https://www.campionatmaqui.cat/cursa-bell-race/,10,,10km,,Cabrianes (Mas la Sala),BARCELONA,ACTIVA,2026-04-02T20:57:50.408434+00:00
58ac0eaef301,Novembre 2026,,TBD,Trail La Vall,https://www.traillavall.cat/,46,1800,46km D+1800m,,Bellcaire d'Empordà,GIRONA,ACTIVA,2026-04-02T20:57:50.408449+00:00
69a662b11eec,Novembre 2026,,TBD,Trail La Vall,https://www.traillavall.cat/,22,800,22km D+800m,,Bellcaire d'Empordà,GIRONA,ACTIVA,2026-04-02T20:57:50.408463+00:00
1eace4a52902,Novembre 2026,,TBD,Trail La Vall,https://www.traillavall.cat/,13,550,13km D+550m,,Bellcaire d'Empordà,GIRONA,ACTIVA,2026-04-02T20:57:50.408477+00:00
a7a9fb4c032b,Novembre 2026,,TBD,Trail La Vall,https://www.traillavall.cat/,5.5,100,"5,5km D+100m",,Bellcaire d'Empordà,GIRONA,ACTIVA,2026-04-02T20:57:50.408491+00:00
e8a4dc3e926c,Novembre 2026,,TBD,Pujada a Sant Pau,https://corremperlaterra.wordpress.com/,10.7,339,"10,7km D+339m",,Pacs del Penedès,BARCELONA,ACTIVA,2026-04-02T20:57:50.408506+00:00
83b31dbe79da,Novembre 2026,,TBD,Trail Gaioles,https://sites.google.com/view/1a-trail-gaioles/inici,20,600,20km D+600m,,Sant Martí Sesgueioles,BARCELONA,ACTIVA,2026-04-02T20:57:50.408521+00:00
0d5029ae161a,Novembre 2026,,TBD,Trail Gaioles,https://sites.google.com/view/1a-trail-gaioles/inici,12,400,12km D+400m,,Sant Martí Sesgueioles,BARCELONA,ACTIVA,2026-04-02T20:57:50.408537+00:00
21da20af8bb7,Novembre 2026,,TBD,Cursa de l'Esquiador,https://www.uecanoia.cat/cursa-esquiador/,18,550,18km D+550m,,La Llacuna,BARCELONA,ACTIVA,2026-04-02T20:57:50.408552+00:00
fafef3c94642,Novembre 2026,,TBD,Cursa de l'Esquiador,https://www.uecanoia.cat/cursa-esquiador/,12,350,12km D+350m,,La Llacuna,BARCELONA,ACTIVA,2026-04-02T20:57:50.408569+00:00
333148918ad8,Novembre 2026,,TBD,Cross dels Esquiadors,https://ues.cat/cross-dels-esquiadors/,8,,8km,,Sabadell,BARCELONA,ACTIVA,2026-04-02T20:57:50.408584+00:00
b9736eadbb76,Novembre 2026,,TBD,Cross dels Esquiadors,https://ues.cat/cross-dels-esquiadors/,4,,4km,,Sabadell,BARCELONA,ACTIVA,2026-04-02T20:57:50.408599+00:00
a71b3ee6490a,Novembre 2026,,TBD,Perseguint la Perdiu,https://perseguintlaperdiu.com/,12.5,722,"12,5km D+722m",,Vilanova de Meià,LLEIDA,ACTIVA,2026-04-02T20:57:50.408616+00:00
0de83b0a7f3d,Desembre 2026,,TBD,Imperial Tarraco Trail,https://alliberadrenalina.com/imperial-tarraco/,25,340,25km D+340m,,Tarragona,TARRAGONA,ACTIVA,2026-04-02T20:57:50.408898+00:00
9d4e0f54f220,Desembre 2026,,TBD,Imperial Tarraco Trail,https://www.rockthesport.com/es/evento/imperial-tarraco-trail,14,180,14km D+180m,,Tarragona,TARRAGONA,ACTIVA,2026-04-02T20:57:50.408912+00:00
3d353ac16aa7,Desembre 2026,,TBD,Cursa de Quintos,https://www.9hsports.cat/ca/informacio_cursa/1055,7,200,7km D+200m,,Aiguafreda,BARCELONA,ACTIVA,2026-04-02T20:57:50.408926+00:00
3db5d4c5ed8b,Desembre 2026,,TBD,Trail Ardenya,https://www.matxacuca.com/portfolio/trail-ardenya/,23.1,950,"23,1km D+950m",,Santa Cristina d'Aro,GIRONA,ACTIVA,2026-04-02T20:57:50.408939+00:00
8e6833e8b0bb,Desembre 2026,,TBD,Trail Ardenya,https://www.matxacuca.com/portfolio/trail-ardenya/,15,,15km,,Santa Cristina d'Aro,GIRONA,ACTIVA,2026-04-02T20:57:50.408953+00:00
6400d1bd126b,Desembre 2026,,TBD,Trail Ardenya,https://www.matxacuca.com/portfolio/trail-ardenya/,7,,7km,,Santa Cristina d'Aro,GIRONA,ACTIVA,2026-04-02T20:57:50.408968+00:00
b93f8f33f9d6,Desembre 2026,,TBD,La Neorural,https://laneorural.com/,24,1600,24km D+1600m,,Santa Maria de Martorelles,BARCELONA,ACTIVA,2026-04-02T20:57:50.408981+00:00
1a3ba592a411,Desembre 2026,,TBD,Cursa Trail La Riera de Gaià,https://cursalarieragaia.cat/,20.4,601,"20,4km D+601m",,La Riera de Gaià,TARRAGONA,ACTIVA,2026-04-02T20:57:50.408996+00:00
47bfec996be7,Desembre 2026,,TBD,Cursa Trail La Riera de Gaià,https://cursalarieragaia.cat/,8.6,197,"8,6km D+197m",,La Riera de Gaià,TARRAGONA,ACTIVA,2026-04-02T20:57:50.409011+00:00
bb292d2f0e4f,Desembre 2026,,TBD,Cursa CEC Collserola,https://collserola.cec.cat/,22,900,22km D+900m,,Barcelona,BARCELONA,ACTIVA,2026-04-02T20:57:50.409026+00:00
ea66999bcaa3,Desembre 2026,,TBD,Cursa Entre Cabanes,https://www.preixana.cat/de-prop/fira-gastronomica/cursa_entre_cabanes/2025-6a-edicio/enllacos-dinscripcio-a-la-cursa-caminada,20,200,20km D+200m,,Preixana,LLEIDA,ACTIVA,2026-04-02T20:57:50.409041+00:00
82a01306f98f,Desembre 2026,,TBD,Cursa Entre Cabanes,https://www.preixana.cat/de-prop/fira-gastronomica/cursa_entre_cabanes/2025-6a-edicio/enllacos-dinscripcio-a-la-cursa-caminada,13,120,13km D+120m,,Preixana,LLEIDA,ACTIVA,2026-04-02T20:57:50.409056+00:00
14dc36137c79,Desembre 2026,,TBD,Cursa de Nadal a Colldejou,https://www.naturetime.es/ca/cursa-de-nadal/,21,1418,21km D+1418m,,Colldejou,TARRAGONA,ACTIVA,2026-04-02T20:57:50.409071+00:00
b9eeb3e1455e,Desembre 2026,,TBD,Cursa de Nadal a Colldejou,https://www.naturetime.es/ca/cursa-de-nadal/,9.4,690,"9,4km D+690m",,Colldejou,TARRAGONA,ACTIVA,2026-04-02T20:57:50.409087+00:00
ddaf12171332,Desembre 2026,,TBD,Cursa de Nadal a Colldejou,https://www.naturetime.es/ca/cursa-de-nadal/,4.3,150,"4,3km D+150m",,Colldejou,TARRAGONA,ACTIVA,2026-04-02T20:57:50.409102+00:00
7844c7b4debf,Desembre 2026,,TBD,Pujada a la Mola per Nadal,http://clubmuntanyencterrassa.blogspot.com/,3.45,460,"3,45km D+460m",,Matadepera,BARCELONA,ACTIVA,2026-04-02T20:57:50.409118+00:00
1cf03ff56386,Desembre 2026,,TBD,Cursa de Na'dalt a Bellmunt,https://cursadenadalt.com/la-cursa/,3.80,610,"3,80km D+610m",,Sant Pere de Torelló,BARCELONA,ACTIVA,2026-04-02T20:57:50.409132+00:00
311fd191cce1,Desembre 2026,,TBD,Cursa del Bolet,https://www.cursadelbolet.cat/,6,150,6km D+150m,,Ullastrell,BARCELONA,ACTIVA,2026-04-02T20:57:50.409148+00:00
05992ad62a39,Desembre 2026,,TBD,Cursa Popular de Porqueres,https://cursesplaestany.cat/cursa-popular-porqueres/,7,94,7km D+94m,,Porqueres,GIRONA,ACTIVA,2026-04-02T20:57:50.409163+00:00
5474d1ee6fe0,Desembre 2026,,TBD,Trail per la vall d'Olzinelles,https://www.inscripcions.cat/marxavalldolzinelles2022/,19,,19km,,Sant Celoni,BARCELONA,ACTIVA,2026-04-02T20:57:50.409177+00:00
6d6b1e5ac822,Desembre 2026,,TBD,Trail dels Remençes,https://www.dsport.cat/ca/fitxa_cursa.php?id_cursa=920,11,950,11km D+950m,,Montornès del Vallès,BARCELONA,ACTIVA,2026-04-02T20:57:50.409193+00:00
aa066fc57723,Desembre 2026,,TBD,Cursa solidària dels Avets,https://www.inscripcions.cat/cursaavetroig2022/,,,,,Sant Celoni,BARCELONA,ACTIVA,2026-04-02T20:57:50.409206+00:00
febcefe076b2,Desembre 2026,,TBD,Sant Silvestre Sarrianenca,https://www.inscripcions.cat/sssarrianenca2022t/,10,,10km,,Sarrià de Ter,GIRONA,ACTIVA,2026-04-02T20:57:50.409240+00:00
8173050248f6,Desembre 2026,,TBD,Cursa de Nadal Bigues i Riells,https://www.biguesiriells.cat/ca/actualitat-2/agenda-1/cursa-nadal-2022-688.htm,7,150,7km D+150m,,Bigues i Riells,BARCELONA,ACTIVA,2026-04-02T20:57:50.409255+00:00
e6e6d0e2ff00,Desembre 2026,,TBD,Pujada a les Formigues,https://fff.cat/activitats/pujada-a-les-formigues/,4.4,400,"4,4km D+400m",,Sant Hilari Sacalm,GIRONA,ACTIVA,2026-04-02T20:57:50.409270+00:00
734755675848,Desembre 2026,,TBD,Cursa Trail L'Aldea,http://casaljovescurses.blogspot.com/,14,372,14km D+372m,,L'Aldea,TARRAGONA,ACTIVA,2026-04-02T20:57:50.409285+00:00
1c39844d2fe5,Desembre 2026,,TBD,Cursa Nadal Sant Sadurní d'Anoia,http://cursanadal.blogspot.com/,7.8,91,"7,8km D+91m",,Sant Sadurní d'Anoia,BARCELONA,ACTIVA,2026-04-02T20:57:50.409300+00:00
7799b9b07336,Desembre 2026,,TBD,Cursa Nadal Sant Sadurní d'Anoia,http://cursanadal.blogspot.com/,3,43,3km D+43m,,Sant Sadurní d'Anoia,BARCELONA,ACTIVA,2026-04-02T20:57:50.409315+00:00
ce0a344efb2f,Desembre 2026,,TBD,Cursa de Viladecavalls per la Marató TV3,https://www.cursesviladecavalls.com/,10,330,10km D+330m,,Viladecavalls,BARCELONA,ACTIVA,2026-04-02T20:57:50.409331+00:00
6cc8e53093de,Desembre 2026,,TBD,Cursa de Viladecavalls per la Marató TV3,https://www.cursesviladecavalls.com/,5,190,5km D+190m,,Viladecavalls,BARCELONA,ACTIVA,2026-04-02T20:57:50.409346+00:00
75959bef1097,Desembre 2026,,TBD,Cronopujada Puig d'en cama,https://www.aritjol.org/post/xviii-cronopujada-al-puig-d-en-cama,3.9,500,"3,9km D+500m",,Els Molins (La Selva del Camp),TARRAGONA,ACTIVA,2026-04-02T20:57:50.409361+00:00
6d8f013e2c2b,Desembre 2026,,TBD,Cursa de la Llufa,https://caesplugui.cat/cursa-de-la-llufa/,5,100,5km D+100m,,Espluga de Francolí,TARRAGONA,ACTIVA,2026-04-02T20:57:50.409377+00:00
bb733ae69d76,Desembre 2026,,TBD,Cursa del Gall,https://webtretzesports.wixsite.com/cursadelgall,7.2,100,"7,2km D+100m",,Riudecanyes,TARRAGONA,ACTIVA,2026-04-02T20:57:50.409392+00:00
87ff0ed19791,Desembre 2026,,TBD,Cursa rodant pel riu Ripoll,http://mitjasabadell.cat/,8.4,100,"8,4km D+100m",,Sabadell,BARCELONA,ACTIVA,2026-04-02T20:57:50.409406+00:00
4e5ea02088da,Desembre 2026,,TBD,Sant Silvestre de muntanya del Penedès,https://santsilvestredemuntanyadelpenedes.blogspot.com/?m=1,11.4,,"11,4km",,Viladellops (Olèrdola),BARCELONA,ACTIVA,2026-04-02T20:57:50.409419+00:00
8f84860a1b69,Desembre 2026,,TBD,La Folguerolenca,https://lafolguerolenca.wixsite.com/lafolguerolenca,5.4,61,"5,4km D+61m",,Folgueroles,BARCELONA,ACTIVA,2026-04-02T20:57:50.409433+00:00
13be3c22c6c4,Desembre 2026,,TBD,Sant Silvestre Llorençana,https://www.instagram.com/p/ClekNFTIeSY/,7,280,7km D+280m,,Sant Llorenç Savall,BARCELONA,ACTIVA,2026-04-02T20:57:50.409446+00:00
b8d20270a517,Desembre 2026,,TBD,Sant Silvestre Avinyó,https://www.inscripcions.cat/ssavinyo2022/,10,,10km,,Avinyó,BARCELONA,ACTIVA,2026-04-02T20:57:50.409459+00:00
66deb823acc0,Desembre 2026,,TBD,Sant Silvestre Avinyó,https://www.inscripcions.cat/ssavinyo2022/,5,,5km,,Avinyó,BARCELONA,ACTIVA,2026-04-02T20:57:50.409473+00:00
873da26f1a1a,Desembre 2026,,TBD,Trail Sant Silvestre Artesa de Segre,https://www.instagram.com/p/ClmDV-lNVnR/?igshid=MDJmNzVkMjY=,11,200,11km D+200m,,Artesa de Segre,LLEIDA,ACTIVA,2026-04-02T20:57:50.409488+00:00
